Date,Close,High,Low,Open,Volume,price_change_1d,price_change_5d,sma_10d,sma_50d,rsi_14d,volatility_10d,volume_change_1d,future_return_5d
2015-03-16,27.836650848388672,27.836650848388672,27.37326490383142,27.598273828459313,143497200,0.011004066898076426,-0.017225331715579717,28.021343803405763,26.612771453857423,32.71067392694887,0.01288621879731987,-0.3078107483893624,0.018087458345386942
2015-03-17,28.302268981933594,28.364647765853334,27.992601661978895,28.04829724757786,204092400,0.01672680151361927,0.020319418905298647,27.969657325744627,26.69359592437744,45.533505320215944,0.014304410674087994,0.42227444159189176,-0.002754920632353275
2015-03-18,28.620853424072266,28.7745738144365,28.15301075304013,28.293363044441357,261083600,0.011256498280828087,0.05096521938039311,27.96809825897217,26.79446159362793,44.971668542478646,0.014747858324254555,0.2792421471843145,-0.03962022102459284
2015-03-19,28.40475082397461,28.794619952931125,28.38247292797314,28.683228773229263,183238000,-0.007550529570019671,0.024507802133513223,27.992381286621093,26.890960655212403,47.391267124084415,0.013868411476811749,-0.29816350012026804,-0.025568499631016595
2015-03-20,28.048301696777344,28.60525594142023,27.883443213167936,28.5718399445157,274780400,-0.012548926389328141,0.0186910501364268,27.976786804199218,26.97371799468994,41.7656590336907,0.014503038372994579,0.4995819644396904,-0.021048543567840583
2015-03-23,28.340145111083984,28.482725692046003,28.18642473173338,28.320095513618043,150838800,0.010405029775480967,0.018087458345386942,27.978346252441405,27.043938484191894,44.732907874127385,0.014851063737011583,-0.45105691672331794,-0.006603269073826135
2015-03-24,28.22429847717285,28.525052631476665,28.195335681803996,28.344601158711114,131369200,-0.004087721973795588,-0.002754920632353275,28.026912498474122,27.111309356689453,45.40031478711851,0.01308570188152138,-0.12907554289745082,-0.017838832772287483
2015-03-25,27.486888885498047,28.253260801348905,27.486888885498047,28.19088200814144,206620800,-0.02612676422307547,-0.03962022102459284,28.052309226989745,27.176181182861328,42.88397111532996,0.01458217374629313,0.5728252893372268,0.0070512577643566665
2015-03-26,27.678483963012695,27.82106455820995,27.313120975357876,27.348766974004576,190291600,0.006970416998183238,-0.025568499631016595,28.047631072998048,27.240579986572264,44.62663797765048,0.013523314621966405,-0.07902979758088247,0.008692831621713415
2015-03-27,27.45792579650879,27.780959537766382,27.38218061016489,27.75199844293392,158184800,-0.007968578293473083,-0.021048543567840583,28.040056800842287,27.302431716918946,41.32083609833512,0.013586629583779762,-0.16872421063252396,0.033265742146301625
2015-03-30,28.15300750732422,28.15969070618787,27.62501270106702,27.636152498969455,188398800,0.025314428918145282,-0.006603269073826135,28.07169246673584,27.391410789489747,54.06109076879019,0.015513847035051478,0.1910044454334423,-0.002848590176178223
2015-03-31,27.720809936523438,28.17974106769297,27.70521523885344,28.090627781138174,168362400,-0.015351737134597143,-0.017838832772287483,28.013546562194826,27.47542942047119,54.851511438683275,0.015270147164136428,-0.10635099586621566,0.00940284393059776
2015-04-01,27.680706024169922,27.874527273814653,27.42450599064718,27.80769189126285,162485600,-0.001446707814286352,0.0070512577643566665,27.91953182220459,27.546529846191405,49.51311435914579,0.014559547331770173,-0.03490565589466532,0.01859148928018861
2015-04-02,27.91908836364746,27.972555660024614,27.667344880997593,27.85448126816499,128880400,0.00861185907864459,0.008692831621713415,27.870965576171876,27.618714370727538,54.168724509057604,0.014920376008045166,-0.2068195581639235,0.014203584552513027
2015-04-06,28.371334075927734,28.40698007047401,27.698532075965176,27.729721471345883,148776000,0.016198441238114647,0.033265742146301625,27.903268814086914,27.68729507446289,55.60227537978954,0.015344698322760699,0.15437258109068552,-0.003926183633338409
2015-04-07,28.072811126708984,28.54288043413627,28.06612792655855,28.43594583233963,140049200,-0.010521991966251587,-0.002848590176178223,27.876535415649414,27.747331161499023,47.50855939553644,0.01538465045807728,-0.05865731031886867,0.0023010227175290776
2015-04-08,27.981464385986328,28.15969095583819,27.841112109521802,28.037159976603217,149316800,-0.0032539221067087176,0.00940284393059776,27.85225200653076,27.80500778198242,42.69717946572974,0.015367347853519491,0.06617388746240604,0.009394802276647019
2015-04-09,28.195331573486328,28.199788171983503,27.772046499747482,28.03715632072283,129936000,0.007643173514789714,0.01859148928018861,27.92309627532959,27.88453670501709,47.606883359866366,0.012641757507022067,-0.12979651318538843,-0.0030815545489881746
2015-04-10,28.31563949584961,28.34014569305206,27.905720742089727,28.059439424902365,160752000,0.004266944761749603,0.014203584552513027,27.98681182861328,27.939088554382323,53.22925642455269,0.012567061098500143,0.23716291097155517,-0.018489311611897152
2015-04-13,28.25994300842285,28.643130652588724,28.206475716078707,28.598571459528543,145460400,-0.001966986740134291,-0.003926183633338409,28.067013549804688,27.97659355163574,48.9726008988551,0.012156161394395343,-0.09512541057031954,0.005912320234897184
2015-04-14,28.137407302856445,28.35796132066138,28.050522335245585,28.293354244800504,102098400,-0.004336020972508181,0.0023010227175290776,28.06545352935791,28.01937015533447,48.888817340264445,0.009398080810665323,-0.298101751404506,0.004830158136754026
2015-04-15,28.24434471130371,28.322318190138613,28.072803057866928,28.161916333547257,115881600,0.0038005423632763158,0.009394802276647019,28.11780700683594,28.05776149749756,61.54876961436924,0.007728761561396816,0.13499917726428623,0.014513338615552263
2015-04-16,28.10844612121582,28.315633755757467,28.09507972534032,28.13295231345042,113476000,-0.004811532767956317,-0.0030815545489881746,28.160581016540526,28.09334602355957,56.66880455915434,0.007960406674613509,-0.020759119653163238,0.027740530060519353
2015-04-17,27.792102813720703,28.10177019607035,27.72749571744488,27.970329403426064,207828000,-0.011254386177411146,-0.018489311611897152,28.14788246154785,28.118564987182616,55.033593682215766,0.008468548911152948,0.8314709718354543,0.04432860299994523
2015-04-20,28.427024841308594,28.542870904526563,27.885663713834685,27.9747769853762,188217200,0.022845411584849096,0.005912320234897184,28.15345153808594,28.15269519805908,54.203612325727285,0.010034290998113026,-0.0943607213657448,0.03957689600097902
2015-04-21,28.2733154296875,28.560703232292234,28.21984642947258,28.538427031744938,129740400,-0.005407157888634662,0.004830158136754026,28.17350196838379,28.188251342773437,59.26767715547911,0.0095430326034892,-0.31068786487101074,0.028760011225525073
2015-04-22,28.654264450073242,28.70996003695296,28.141866070596485,28.29112983550747,150618000,0.013473800811691916,0.014513338615552263,28.24078197479248,28.227906532287598,64.65467591611642,0.010205772230382078,0.16091826447274715,0.00015549400732361995
2015-04-23,28.8881893157959,29.055276092172793,28.547332563938166,28.582978558751968,183083600,0.008163701641347165,0.027740530060519353,28.31006774902344,28.261992416381837,64.60718088837677,0.010236622455715586,0.21554927033953453,-0.03485767705764742
2015-04-24,29.02408790588379,29.102063097864274,28.790165729331633,29.070873700949942,178103600,0.004704295883770859,0.04432860299994523,28.380912590026856,28.286052894592284,60.876111903846336,0.010246047439735026,-0.027200688647153526,-0.010208923833183503
2015-04-27,29.552078247070312,29.659016225812266,29.217904712126938,29.476333061669838,387816800,0.018191453350700826,0.03957689600097902,28.5101261138916,28.313633422851563,72.89654952521873,0.011203231091383676,1.1774787258651704,-0.02977752391279087
2015-04-28,29.086456298828125,29.973128893522635,28.865903999296314,29.955309301134445,475696000,-0.015755979811279297,0.028760011225525073,28.60503101348877,28.32913890838623,65.3275127655634,0.012691400022227847,0.22659977597669823,-0.03645801092219636
2015-04-29,28.658720016479492,29.31592723810783,28.582974836904967,28.99735012433859,253544400,-0.014705685627501741,0.00015549400732361995,28.646468544006346,28.332748031616212,56.06772099008032,0.013915888482435823,-0.4670032962227978,-0.028218307065298598
2015-04-30,27.881214141845703,28.658724142708316,27.754228258038946,28.658724142708316,332781600,-0.02712981857482477,-0.03485767705764742,28.623745346069335,28.316841354370116,45.14681190177879,0.016582686952427365,0.3125180441768778,0.005059863374658802
2015-05-01,28.727783203125,28.990668142439187,27.914628989612147,28.092853848868014,234050400,0.030363421656330214,-0.010208923833183503,28.717313385009767,28.319069175720216,54.44162560639725,0.018720638436782962,-0.2966846724698722,-0.00617987479710036
2015-05-04,28.672090530395508,29.088695876659358,28.57406574303931,28.850317107462306,203953200,-0.0019386345384085901,-0.02977752391279087,28.74181995391846,28.315504684448243,55.141482095563696,0.017469967656857547,-0.12859281590631766,-0.014392879715479201
2015-05-05,28.02602195739746,28.61639385984713,28.02156535830659,28.54955847104041,197085600,-0.02253301245380568,-0.03645801092219636,28.717090606689453,28.283424034118653,48.09784631746876,0.01894459867414871,-0.03367243073410964,0.004735768856694911
2015-05-06,27.850019454956055,28.237660231929684,27.482428271761307,28.195331045470773,288564000,-0.006279967335676373,-0.028218307065298598,28.636666107177735,28.251521377563478,47.764063018800414,0.018320119503262875,0.46415567651822354,0.012209899153035053
2015-05-07,28.022289276123047,28.205733857496327,27.744883942889587,27.91266868341861,175763600,0.0061856266005708704,0.005059863374658802,28.55007610321045,28.238124504089356,52.0425212149112,0.01820016982838179,-0.39090253808513886,0.029458641754726234
2015-05-08,28.550249099731445,28.550249099731445,28.212442045957022,28.33995836725281,222201600,0.018840709922235188,-0.00617987479710036,28.502692222595215,28.228023948669435,51.1145668828115,0.01936714696945319,0.2642071509686874,0.009011024646136567
2015-05-11,28.259416580200195,28.536820128929442,28.10505411598105,28.498789341360546,168143200,-0.010186689388079095,-0.014392879715479201,28.373426055908205,28.220839767456056,49.87732748662251,0.018209589099546255,-0.2432853768829747,0.030636323133667043
